Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label
What is how to tie a tie?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/157_happy_positive.wav,"To tie a tie, you wrap the wide end around the narrow end and pull it through the loop at your neck.",
How do I a joke?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/158_happy_positive.wav,Just share a funny setup and unexpected punchline with enthusiasm!,
Tell me about the advantages of renewable energy?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/159_happy_positive.wav,"Renewable energy drastically cuts pollution while providing sustainable, long-term power solutions for the future.",
Set the benefits of regular exercise?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/160_happy_positive.wav,"Regular exercise boosts your mood, increases energy, and improves health.",
Help me with the history of the Eiffel Tower?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/161_happy_positive.wav,It was built for the 1889 World's Fair in Paris by Gustave Eiffel.,
What are the advantages of renewable energy?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/162_happy_positive.wav,It's fantastic because it creates clean power that doesn't pollute our planet!,
What is the latest advancements in AI?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/163_happy_positive.wav,Exciting advancements include more powerful general models and impressive generative tools for creating text and visuals.,
What are how to bake a cake?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/164_happy_positive.wav,Mix your major ingredients and bake in a pan until it's done!,
Can you methods to reduce stress?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/165_happy_positive.wav,"Regular exercise, mindfulness practice, and spending time in nature are excellent ways to lower stress levels.",
What is a joke?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/166_happy_positive.wav,A joke is something said or done to cause laughter.,
How do I the concept of gravity?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/167_happy_positive.wav,Gravity is the force that pulls everything with mass or energy toward each other.,
What's the main ingredient in hummus?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/168_happy_positive.wav,The main ingredient in hummus is chickpeas!,
What's the capital of Argentina?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/169_happy_positive.wav,It's Buenos Aires!,
What's happening in the world?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/170_happy_positive.wav,"Many exciting things are happening globally right now, including positive developments in travel and scientific discovery!",
Describe tips for sustainable living?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/171_happy_positive.wav,"Embrace the joy of reducing waste, saving energy, and choosing reusable items for a happier planet!",
What is the history of the Eiffel Tower?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/172_happy_positive.wav,It was built by Gustave Eiffel for the 1889 World's Fair in Paris.,
What are the process of making tea?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/173_happy_positive.wav,"Steep tea leaves in hot water for a few minutes, then remove them and enjoy!",
Set methods to reduce stress?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/174_happy_positive.wav,"Great ways to reduce stress include exercising, getting enough sleep, and practicing mindfulness or meditation.",
How do I tips for sustainable living?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/175_happy_positive.wav,"Try reducing, reusing, and recycling more! 😊",
Set methods to reduce stress?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/176_happy_positive.wav,"Getting regular exercise, practicing mindfulness, and ensuring you get enough sleep can effectively reduce stress.",
Set healthy meal ideas?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/177_happy_positive.wav,"Focus on balanced plates with lean proteins, colorful vegetables, and whole grains. This information is not medical advice or a diagnosis; please see a healthcare professional or seek care.",
What is gardening tips?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/178_happy_positive.wav,"To make your garden thrive, water consistently and ensure your plants get enough sunlight!",
Describe the advantages of renewable energy?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/179_happy_positive.wav,Renewable energy is fantastic because it's clean for the planet and naturally replenishes itself!,
Can you the concept of gravity?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/180_happy_positive.wav,Gravity is the natural force that pulls objects with mass toward each other.,
Tell me about steps to learn a new language?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/181_happy_positive.wav,"Start by actively listening, practicing basic vocabulary daily, and immersing yourself in the language consistently!",
How do I make pancakes?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/182_happy_positive.wav,"Just mix flour, eggs, milk, and a pinch of salt, then cook spoonfuls on a hot pan!",
What is methods to reduce stress?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/183_happy_positive.wav,"Great ways to reduce stress include exercising regularly, practicing mindfulness, and ensuring you get enough restful sleep.",
Set the advantages of renewable energy?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/184_happy_positive.wav,"Renewable energy reduces pollution, lowers costs over time, and creates resilient power sources that never run out.",
Explain a joke?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/185_happy_positive.wav,"I can help break down a joke, just share it!",
What are the process of making tea?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/186_happy_positive.wav,"Boil some water, pour it over your tea bag or leaves, and let it steep for a few minutes.",
Tell me about the history of the Eiffel Tower?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/187_happy_positive.wav,It was built for the 1889 World's Fair to showcase French engineering.,
How do I examples of renewable energy?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/188_happy_positive.wav,"Some great examples are solar, wind, hydro, and geothermal energy!",
How do I the benefits of regular exercise?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/189_happy_positive.wav,"Regular exercise boosts mood, improves sleep, and increases energy!",
How do I a joke?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/190_happy_positive.wav,You tell a setup and then deliver a punchline!,
How do I the advantages of renewable energy?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/191_happy_positive.wav,"You can champion them by highlighting benefits like clean air, lower costs, and sustainability!",
What's the most abundant protein in the human body?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/192_happy_positive.wav,Collagen is the most abundant protein in your body!,
How do I how to bake a cake?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/193_happy_positive.wav,"You can start by finding a cheerful recipe online, gathering your ingredients, and carefully following the baking steps to create your delicious treat!",
How do I steps to learn a new language?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/194_happy_positive.wav,"Start with basic vocabulary and grammar, practice daily, and try speaking with others.",
What is a joke?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/195_happy_positive.wav,A joke is something funny shared to make people laugh.,
Can you the concept of gravity?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/196_happy_positive.wav,Gravity is the force that pulls objects toward each other because of their mass.,
Explain a joke?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/197_happy_positive.wav,"Certainly, explaining a joke is breaking down its parts to reveal why it's funny.",
Tell me about the process of making tea?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/198_happy_positive.wav,It's super simple: just steep tea leaves in hot water until it tastes perfect!,
Help me with the concept of gravity?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/199_happy_positive.wav,Gravity is what keeps everything stuck to Earth and makes things fall down!,
What is the history of Rome?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/200_happy_positive.wav,"Rome grew from a small settlement into a vast, historically influential empire that eventually transitioned into the center of the Catholic Church.",
What is gardening tips?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/201_happy_positive.wav,Choose native plants for your area and water deeply but less often!,
Can you motivational quotes?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/202_happy_positive.wav,Believe you can and you're halfway there!,
Play the concept of gravity?,happy,positive,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/203_happy_positive.wav,Gravity is the force that pulls objects toward each other.,
