Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,category
Should I keep trying?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/136_angry_negative.wav,That depends on whether you believe the goal is still worth it.,,motivation
Can I manage my time better?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/137_angry_negative.wav,"Yes, you can absolutely improve your time management.",,time_management
Is it worth planning my day?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/138_angry_negative.wav,Planning can still be useful even now for structure.,,productivity
Can I hit my deadline?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/139_angry_negative.wav,"Yes, you can definitely achieve your deadline.",,productivity
Should I go for a walk now?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/140_angry_negative.wav,Taking a walk might help clear your head.,,health_fitness
Should I attend the party?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/141_angry_negative.wav,You should decide what's best for you right now.,,relationships
Do you think I can get a promotion?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/142_angry_negative.wav,"I cannot say, as I don't have details about your job performance.",,career
Can I manage my time better?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/143_angry_negative.wav,"Yes, you can definitely improve your time management through strategies like prioritization and scheduling.",,time_management
Should I go for a walk now?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/144_angry_negative.wav,A walk could help you clear your head.,,health_fitness
Should I upgrade my phone?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/145_angry_negative.wav,"If your current phone is causing major problems, it might be worth considering.",,technology
Is today going to be a good day?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/146_angry_negative.wav,I hope today improves for you.,,motivation
Is it worth setting new goals?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/147_angry_negative.wav,"Yes, setting new goals can still provide valuable direction and motivation.",,motivation
Can I stick to a healthy diet?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/148_angry_negative.wav,"You can absolutely maintain a healthy diet with planning and determination. Remember that this is not medical advice or a diagnosis, and you should see a healthcare professional or seek care.",,health_fitness
Am I doing okay in life?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/149_angry_negative.wav,"Your current feelings are valid, but your worth isn't defined by this single moment.",,motivation
Is switching careers realistic for me?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/150_angry_negative.wav,Career changes are realistic for anyone who develops a clear plan and actively pursues them.,,career
Is today going to be a good day?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/151_angry_negative.wav,I hope your day turns around for the better.,,motivation
Should I study tonight?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/152_angry_negative.wav,Deciding whether to study depends on your current goals and workload.,,education
Should I apply for that job?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/153_angry_negative.wav,"If you believe it's a good fit, you should go for it.",,career
Is switching careers realistic for me?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/154_angry_negative.wav,Switching careers is completely possible with careful planning and effort.,,career
Is social media worth my time?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/155_angry_negative.wav,Social media's value depends on whether you use it intentionally for connection or passively waste time.,,technology
Is it worth taking that online course?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/156_angry_negative.wav,Whether it's worth it depends on its value to your personal or professional goals.,,education
Is technology making life better?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/157_angry_negative.wav,"While technology brings benefits, it also creates challenges that can feel frustrating.",,technology
Will I be productive today?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/158_angry_negative.wav,Your mindset today heavily determines your productivity.,,productivity
How hot will it get this afternoon?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/159_angry_negative.wav,"I'm sorry, I don't know your location so I can't provide a forecast.",,weather
What's the weather like today?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/160_angry_negative.wav,I can't check the weather without knowing your current location.,,weather
Should I cut my expenses?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/161_angry_negative.wav,Cutting expenses is almost always a good idea for financial stability.,,finance
Can I focus with all these notifications?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/162_angry_negative.wav,It is definitely challenging to concentrate when constant alerts are disrupting your focus.,,technology
Should I apply for that job?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/163_angry_negative.wav,"If you believe it's a good fit for your skills and goals, then you should consider applying.",,career
Do you think I can achieve my goals?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/164_angry_negative.wav,"Yes, your determination can definitely help you achieve your goals.",,motivation
Is today going to be a good day?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/165_angry_negative.wav,"Regardless of how things start, you have the power to make it a positive one.",,motivation
Is it worth cooking at home tonight?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/166_angry_negative.wav,Cooking at home can be a good way to save money and control ingredients.,,health_fitness
Should I apply for that job?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/167_angry_negative.wav,"If it feels right, then go for it.",,career
Is my resume good enough?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/168_angry_negative.wav,I can't tell if your resume is good enough without seeing it.,,career
Is it a good day to go outside?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/169_angry_negative.wav,I can't tell if it's a good day to go outside without knowing where you are.,,weather
Is it worth planning my day?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/170_angry_negative.wav,"Yes, planning your day can reduce stress and help you focus.",,productivity
Is it a good idea to apologise?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/171_angry_negative.wav,A sincere apology can often help fix relationships and de-escalate conflict.,,relationships
Is buying a new laptop a good idea?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/172_angry_negative.wav,It depends on your specific needs and budget right now.,,finance
Will networking help me?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/173_angry_negative.wav,"Yes, connecting with others can definitely create opportunities and offer support.",,career
Should I start exercising?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/174_angry_negative.wav,"Yes, starting regular physical activity can substantially enhance your mood and overall health. Please note that this recommendation is not medical advice or a diagnosis, and you should consult a healthcare professional before making any changes.",,health_fitness
Can I hit my deadline?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/175_angry_negative.wav,You can absolutely still hit it if you focus now.,,productivity
Should I start exercising?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/176_angry_negative.wav,Regular physical activity can greatly benefit both your physical and mental well-being. This information is not medical advice or a diagnosis; see a healthcare professional or seek care.,,health_fitness
Is switching careers realistic for me?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/177_angry_negative.wav,"Changing careers is realistic, but depends on planning and your specific situation.",,career
Is learning to code useful for me?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/178_angry_negative.wav,Learning to code can provide valuable skills and opportunities regardless of your background.,,technology
Can I learn a new skill this week?,angry,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/179_angry_negative.wav,"Yes, you can definitely start learning a new skill this week.",,education
